Order_ID,Order_Date,Item_Name,Quantity,Total products,prepared by,served_by
4707,10/6/20 20:24,Prawn Puree,1,8,hong wu,peter
4707,10/6/20 20:24,Chicken Pakora,1,8,ram,peter
4707,10/6/20 20:24,King Prawn Butterfly,1,8,ram,peter
4707,10/6/20 20:24,Aloo Gobi,1,8,ram,kevin
4707,10/6/20 20:24,Garlic Chicken,1,8,ram,kevin
4707,10/6/20 20:24,Lamb Shashlick,1,8,ram,peter
4708,10/6/20 21:46,Tandoori Roti,1,7,ram,kevin
4708,10/6/20 21:46,Kulcha Naan,1,7,ram,kevin
4708,10/6/20 21:46,Mini Bhaji,2,7,ram,peter
4708,10/6/20 21:46,Vegetable Samosa,2,7,hong wu,peter
4708,10/6/20 21:46,Brinjal Bhajee,1,7,ram,peter
4708,10/6/20 21:46,Paneer Tikka Masala,1,7,hong wu,peter
4708,10/6/20 21:46,Vegetable Biryani,1,7,hong wu,kevin
4709,10/6/20 22:06,Garlic Naan,1,4,ram,kevin
4709,10/6/20 22:06,Mini Bhaji,1,4,ram,peter
4709,10/6/20 22:06,Crispy Aloo,1,4,hong wu,kevin
4709,10/6/20 22:06,Lamb Tikka Sizzler,1,4,ram,peter
4710,11/6/20 12:43,Pilau Rice,1,5,hong wu,kevin
4710,11/6/20 12:43,Meat Samosa,1,5,hong wu,peter
4710,11/6/20 12:43,Chicken Tikka,1,5,hong wu,kevin
4710,11/6/20 12:43,Sheek Kehab,1,5,ram,kevin
4710,11/6/20 12:43,Madras,1,5,hong wu,peter
4711,11/6/20 16:20,Naan,1,4,hong wu,peter
4711,11/6/20 16:20,Bombay Aloo,1,4,ram,peter
4711,11/6/20 16:20,Curry,1,4,hong wu,peter
4711,11/6/20 16:20,Madras,1,4,ram,kevin
4712,11/6/20 16:52,Plain Papadum,5,6,hong wu,kevin
4712,11/6/20 16:52,Naan,1,6,ram,kevin
4712,11/6/20 16:52,Saag Aloo,1,6,hong wu,peter
4712,11/6/20 16:52,Grapes Special,1,6,ram,peter
4712,11/6/20 16:52,Methi,1,6,hong wu,kevin
4712,11/6/20 16:52,Chicken Tikka Biryani,1,6,hong wu,peter
4713,11/6/20 17:21,Kulcha Naan,1,5,hong wu,peter
4713,11/6/20 17:21,Mushroom Rice,2,5,ram,kevin
4713,11/6/20 17:21,Madras,1,5,ram,kevin
4713,11/6/20 17:21,Mushroom,1,5,hong wu,kevin
4713,11/6/20 17:21,Pathia,1,5,ram,kevin
4714,11/6/20 17:22,Keema Naan,2,10,ram,peter
4714,11/6/20 17:22,Peshwari Naan,1,10,hong wu,peter
4714,11/6/20 17:22,Pilau Rice,1,10,hong wu,kevin
4714,11/6/20 17:22,Meat Samosa,2,10,hong wu,peter
4714,11/6/20 17:22,Mushroom Rice,1,10,ram,peter
4714,11/6/20 17:22,Aloo Gobi,1,10,ram,peter
4714,11/6/20 17:22,Bhindi Bhajee,2,10,hong wu,kevin
4714,11/6/20 17:22,Lamb Tikka Masala,1,10,ram,peter
4714,11/6/20 17:22,Rogon,1,10,ram,peter
4714,11/6/20 17:22,Lamb Tikka Jalfrezi,1,10,hong wu,peter
4715,11/6/20 17:34,Mango Chutney,1,8,ram,kevin
4715,11/6/20 17:34,Plain Papadum,1,8,ram,kevin
4715,11/6/20 17:34,Keema Naan,1,8,hong wu,kevin
4715,11/6/20 17:34,Peshwari Naan,1,8,hong wu,kevin
4715,11/6/20 17:34,Plain Rice,1,8,ram,kevin
4715,11/6/20 17:34,Vegetable Samosa,1,8,ram,kevin
4715,11/6/20 17:34,Chicken Tikka Masala,1,8,hong wu,peter
4715,11/6/20 17:34,Kurma,1,8,ram,kevin
4716,11/6/20 17:50,Chapati,2,5,ram,peter
4716,11/6/20 17:50,Pilau Rice,1,5,hong wu,peter
4716,11/6/20 17:50,COBRA (660ML),1,5,ram,peter
4716,11/6/20 17:50,Kurma,1,5,ram,peter
4716,11/6/20 17:50,Chicken Biryani,1,5,hong wu,kevin
4717,11/6/20 17:53,Pilau Rice,2,6,hong wu,kevin
4717,11/6/20 17:53,Garlic Naan,1,6,hong wu,kevin
4717,11/6/20 17:53,Prawn Puree,1,6,hong wu,kevin
4717,11/6/20 17:53,Bombay Aloo,1,6,hong wu,peter
4717,11/6/20 17:53,Curry,1,6,hong wu,peter
4717,11/6/20 17:53,Chicken Tikka Masala,1,6,ram,peter
4718,11/6/20 18:09,Pilau Rice,1,6,ram,peter
4718,11/6/20 18:09,Kulcha Naan,1,6,hong wu,peter
4718,11/6/20 18:09,Paratha,1,6,hong wu,peter
4718,11/6/20 18:09,Garlic Naan,1,6,hong wu,kevin
4718,11/6/20 18:09,Kurma,1,6,ram,peter
4718,11/6/20 18:09,Lamb Biryani,1,6,ram,kevin
4719,11/6/20 18:14,Mango Chutney,1,9,hong wu,peter
4719,11/6/20 18:14,Plain Papadum,1,9,ram,kevin
4719,11/6/20 18:14,Garlic Naan,1,9,ram,kevin
4719,11/6/20 18:14,Onion Bhaji,1,9,ram,kevin
4719,11/6/20 18:14,Mushroom Rice,1,9,ram,peter
4719,11/6/20 18:14,Prawn Puree,1,9,ram,peter
4719,11/6/20 18:14,Chicken Tikka,1,9,ram,peter
4719,11/6/20 18:14,Bombay Aloo,1,9,ram,kevin
4719,11/6/20 18:14,Kurma,1,9,ram,peter
4720,11/6/20 18:21,Pilau Rice,1,4,ram,kevin
4720,11/6/20 18:21,Peshwari Naan,1,4,hong wu,peter
4720,11/6/20 18:21,French Fries,1,4,hong wu,peter
4720,11/6/20 18:21,Madras,1,4,hong wu,peter
4721,11/6/20 18:33,Mango Chutney,1,7,ram,peter
4721,11/6/20 18:33,Plain Papadum,2,7,ram,kevin
4721,11/6/20 18:33,Spicy Papadum,1,7,ram,kevin
4721,11/6/20 18:33,Tandoori Roti,1,7,hong wu,kevin
4721,11/6/20 18:33,Pilau Rice,1,7,hong wu,kevin
4721,11/6/20 18:33,Mini Bhaji,1,7,ram,peter
4721,11/6/20 18:33,Lamb Roshni,1,7,ram,kevin
4722,11/6/20 18:35,Pilau Rice,1,7,ram,kevin
4722,11/6/20 18:35,Peshwari Naan,1,7,hong wu,kevin
4722,11/6/20 18:35,Meat Samosa,1,7,hong wu,kevin
4722,11/6/20 18:35,Vegetable Curry,1,7,hong wu,kevin
4722,11/6/20 18:35,Bombay Aloo,1,7,hong wu,peter
4722,11/6/20 18:35,Tandoori Chicken (Main),1,7,hong wu,peter
4722,11/6/20 18:35,Lamb Tikka Jalfrezi,1,7,ram,peter
4723,11/6/20 18:36,Plain Rice,1,6,ram,kevin
4723,11/6/20 18:36,Keema Naan,1,6,ram,kevin
4723,11/6/20 18:36,Keema Rice,1,6,ram,peter
4723,11/6/20 18:36,Dhansak,1,6,ram,peter
4723,11/6/20 18:36,Dhansak,1,6,ram,peter
4723,11/6/20 18:36,Grapes Special,1,6,hong wu,peter
4724,11/6/20 18:36,Naan,1,4,hong wu,peter
4724,11/6/20 18:36,Onion Bhaji,1,4,ram,kevin
4724,11/6/20 18:36,Chicken Chaat,2,4,ram,kevin
4724,11/6/20 18:36,Bombay Aloo,1,4,hong wu,kevin
4725,11/6/20 18:47,Chapati,1,7,ram,kevin
4725,11/6/20 18:47,Garlic Naan,1,7,ram,kevin
4725,11/6/20 18:47,Mushroom Rice,1,7,ram,kevin
4725,11/6/20 18:47,Saag Aloo,1,7,hong wu,peter
4725,11/6/20 18:47,Bhindi Bhajee,1,7,ram,peter
4725,11/6/20 18:47,Chicken Tikka Masala,1,7,ram,peter
4725,11/6/20 18:47,Lamb Karahi,1,7,hong wu,peter
4726,11/6/20 18:54,Mango Chutney,1,7,ram,peter
4726,11/6/20 18:54,Onion Chutney,1,7,hong wu,kevin
4726,11/6/20 18:54,Plain Papadum,3,7,ram,kevin
4726,11/6/20 18:54,Naan,1,7,ram,kevin
4726,11/6/20 18:54,Onion Bhaji,1,7,ram,peter
4726,11/6/20 18:54,Madras,1,7,ram,kevin
4726,11/6/20 18:54,Chicken Biryani,1,7,hong wu,peter
4727,11/6/20 18:57,Plain Papadum,1,4,hong wu,kevin
4727,11/6/20 18:57,Garlic Naan,1,4,hong wu,peter
4727,11/6/20 18:57,Methi,1,4,hong wu,peter
4727,11/6/20 18:57,Garlic Tikka Chilli Masala,1,4,hong wu,peter
4728,11/6/20 18:57,Naan,1,3,hong wu,kevin
4728,11/6/20 18:57,Pilau Rice,1,3,hong wu,peter
4728,11/6/20 18:57,Kurma,1,3,hong wu,peter
4729,11/6/20 18:57,Plain Papadum,1,6,ram,peter
4729,11/6/20 18:57,Naan,1,6,hong wu,kevin
4729,11/6/20 18:57,Pilau Rice,1,6,ram,peter
4729,11/6/20 18:57,Coke 1.5 ltr,1,6,ram,kevin
4729,11/6/20 18:57,Chicken Tikka Masala,1,6,hong wu,peter
4729,11/6/20 18:57,Tandoori Mixed Grill,1,6,ram,peter
4730,11/6/20 18:58,Tandoori Roti,1,5,ram,kevin
4730,11/6/20 18:58,Pilau Rice,1,5,ram,peter
4730,11/6/20 18:58,Chicken Tikka,1,5,ram,peter
4730,11/6/20 18:58,Saag Bhajee,1,5,ram,peter
4730,11/6/20 18:58,Methi,1,5,ram,peter
4731,11/6/20 19:38,Tandoori Roti,1,8,ram,peter
4731,11/6/20 19:38,Naan,1,8,hong wu,peter
4731,11/6/20 19:38,Pilau Rice,1,8,ram,peter
4731,11/6/20 19:38,Vegetable Rice,1,8,ram,kevin
4731,11/6/20 19:38,Onion Rice,1,8,hong wu,kevin
4731,11/6/20 19:38,Dhansak,1,8,ram,kevin
4731,11/6/20 19:38,Chicken Tikka Masala,1,8,hong wu,peter
4731,11/6/20 19:38,Dhansak,1,8,ram,peter
4732,11/6/20 19:40,Mango Chutney,1,13,ram,kevin
4732,11/6/20 19:40,Onion Chutney,1,13,ram,peter
4732,11/6/20 19:40,Red Sauce,1,13,ram,kevin
4732,11/6/20 19:40,Plain Papadum,3,13,hong wu,peter
4732,11/6/20 19:40,Chapati,1,13,ram,peter
4732,11/6/20 19:40,Pilau Rice,1,13,hong wu,peter
4732,11/6/20 19:40,Paratha,1,13,hong wu,kevin
4732,11/6/20 19:40,Mushroom Rice,1,13,hong wu,peter
4732,11/6/20 19:40,Sheek Kehab,1,13,hong wu,peter
4732,11/6/20 19:40,Aloo Chaat,1,13,ram,peter
4732,11/6/20 19:40,Saag Aloo,1,13,hong wu,peter
4732,11/6/20 19:40,Lamb Chilli Masala,1,13,hong wu,peter
4732,11/6/20 19:40,Chilli Paneer,1,13,hong wu,kevin
4733,11/6/20 20:30,Chapati,2,7,hong wu,peter
4733,11/6/20 20:30,Garlic Naan,2,7,hong wu,kevin
4733,11/6/20 20:30,Pilau Rice,3,7,ram,peter
4733,11/6/20 20:30,Onion Bhaji,1,7,ram,kevin
4733,11/6/20 20:30,Chicken Tikka Masala,1,7,ram,peter
4733,11/6/20 20:30,Butter Chicken,1,7,hong wu,kevin
4733,11/6/20 20:30,Saag,2,7,ram,kevin
4734,11/6/20 22:08,Mango Chutney,1,6,ram,kevin
4734,11/6/20 22:08,Onion Chutney,1,6,ram,kevin
4734,11/6/20 22:08,Plain Papadum,4,6,ram,kevin
4734,11/6/20 22:08,Keema Naan,1,6,ram,peter
4734,11/6/20 22:08,Pilau Rice,1,6,hong wu,kevin
4734,11/6/20 22:08,Chicken Tikka Masala,2,6,ram,peter
4735,11/6/20 22:24,Mango Chutney,1,9,ram,kevin
4735,11/6/20 22:24,Plain Papadum,2,9,hong wu,kevin
4735,11/6/20 22:24,Chapati,1,9,ram,kevin
4735,11/6/20 22:24,Garlic Naan,1,9,hong wu,kevin
4735,11/6/20 22:24,Mixed Raita,1,9,hong wu,peter
4735,11/6/20 22:24,Garlic Chicken Rice,1,9,ram,kevin
4735,11/6/20 22:24,Vegetable Curry,1,9,hong wu,kevin
4735,11/6/20 22:24,Lamb Shashlick,1,9,hong wu,kevin
4735,11/6/20 22:24,Jinga Chillies,1,9,hong wu,kevin
4736,12/6/20 15:26,Tandoori Paratha,1,5,hong wu,kevin
4736,12/6/20 15:26,Saag Rice,1,5,hong wu,kevin
4736,12/6/20 15:26,Mini Bhaji,1,5,ram,kevin
4736,12/6/20 15:26,Aloo Peas,1,5,hong wu,kevin
4736,12/6/20 15:26,Dhansak,1,5,ram,peter
4737,12/6/20 15:31,Mango Chutney,1,8,hong wu,kevin
4737,12/6/20 15:31,Plain Papadum,3,8,ram,kevin
4737,12/6/20 15:31,Keema Naan,1,8,ram,peter
4737,12/6/20 15:31,Keema Rice,1,8,ram,kevin
4737,12/6/20 15:31,Chicken Pakora,1,8,hong wu,kevin
4737,12/6/20 15:31,Kurma,1,8,ram,kevin
4737,12/6/20 15:31,Murgh Masala,2,8,ram,peter
4738,12/6/20 16:52,Naan,1,8,ram,kevin
4738,12/6/20 16:52,Pilau Rice,1,8,hong wu,kevin
4738,12/6/20 16:52,Meat Samosa,1,8,hong wu,peter
4738,12/6/20 16:52,Saag Aloo,1,8,ram,kevin
4738,12/6/20 16:52,Butter Chicken,1,8,hong wu,kevin
4738,12/6/20 16:52,Chicken Biryani,1,8,ram,kevin
4738,12/6/20 16:52,Chicken Tikka Biryani,1,8,ram,kevin
4738,12/6/20 16:52,Tandoori Mixed Grill,1,8,ram,kevin
4739,12/6/20 17:27,Pilau Rice,1,4,hong wu,kevin
4739,12/6/20 17:27,Paratha,1,4,ram,kevin
4739,12/6/20 17:27,Saag Paneer,1,4,ram,peter
4739,12/6/20 17:27,Dhansak,1,4,hong wu,kevin
4740,12/6/20 17:55,Paratha,1,5,ram,peter
4740,12/6/20 17:55,Pilau Rice,1,5,ram,peter
4740,12/6/20 17:55,Mushroom Bhajee,1,5,hong wu,peter
4740,12/6/20 17:55,Pathia,1,5,ram,kevin
4740,12/6/20 17:55,Chicken Royal,1,5,ram,peter
4741,12/6/20 18:00,Murgh Masala,1,2,ram,kevin
4741,12/6/20 18:00,Lamb Biryani,1,2,ram,peter
4742,12/6/20 18:07,Onion Chutney,1,6,ram,kevin
4742,12/6/20 18:07,Plain Papadum,1,6,ram,kevin
4742,12/6/20 18:07,Onion Bhaji,1,6,ram,kevin
4742,12/6/20 18:07,French Fries,1,6,ram,peter
4742,12/6/20 18:07,Masala Sauce,1,6,hong wu,peter
4742,12/6/20 18:07,Lamb Balti,1,6,hong wu,peter
4743,12/6/20 18:44,Pilau Rice,2,5,hong wu,peter
4743,12/6/20 18:44,Garlic Naan,1,5,ram,peter
4743,12/6/20 18:44,Keema Naan,1,5,ram,kevin
4743,12/6/20 18:44,Prawn Puree,1,5,hong wu,peter
4743,12/6/20 18:44,Madras,2,5,hong wu,kevin
4744,12/6/20 18:55,Pilau Rice,1,4,ram,peter
4744,12/6/20 18:55,Peshwari Naan,1,4,ram,peter
4744,12/6/20 18:55,French Fries,1,4,ram,peter
4744,12/6/20 18:55,Madras,1,4,ram,kevin
4745,12/6/20 18:55,Chapati,1,5,hong wu,peter
4745,12/6/20 18:55,Garlic Naan,1,5,ram,peter
4745,12/6/20 18:55,Chicken Tikka,1,5,ram,peter
4745,12/6/20 18:55,Methi,1,5,hong wu,peter
4745,12/6/20 18:55,Garlic Tikka Chilli Masala,1,5,ram,kevin
4746,12/6/20 18:56,Plain Papadum,2,5,ram,kevin
4746,12/6/20 18:56,Naan,1,5,hong wu,kevin
4746,12/6/20 18:56,Plain Rice,1,5,hong wu,peter
4746,12/6/20 18:56,Sheek Kehab,1,5,ram,peter
4746,12/6/20 18:56,Madras,1,5,hong wu,peter
4747,12/6/20 19:17,Mango Chutney,2,8,hong wu,kevin
4747,12/6/20 19:17,Onion Chutney,1,8,ram,peter
4747,12/6/20 19:17,Plain Papadum,4,8,ram,peter
4747,12/6/20 19:17,Naan,1,8,hong wu,kevin
4747,12/6/20 19:17,Mini Bhaji,1,8,hong wu,kevin
4747,12/6/20 19:17,Tandoori Chicken,1,8,ram,kevin
4747,12/6/20 19:17,Rogon,1,8,ram,peter
4747,12/6/20 19:17,Chicken Biryani,1,8,hong wu,peter
4748,12/6/20 19:20,Naan,2,4,hong wu,peter
4748,12/6/20 19:20,Aloo Chaat,1,4,hong wu,kevin
4748,12/6/20 19:20,Chicken Royal,1,4,ram,peter
4748,12/6/20 19:20,Dupiaza,1,4,ram,peter
4749,12/6/20 19:30,Naan,1,5,hong wu,peter
4749,12/6/20 19:30,Pilau Rice,2,5,hong wu,kevin
4749,12/6/20 19:30,Aloo Gobi,1,5,hong wu,kevin
4749,12/6/20 19:30,Chicken Tikka Masala,1,5,hong wu,peter
4749,12/6/20 19:30,Lamb Karahi,1,5,hong wu,peter
4750,12/6/20 19:36,Pilau Rice,1,5,hong wu,peter
4750,12/6/20 19:36,Garlic Naan,1,5,ram,peter
4750,12/6/20 19:36,Mini Bhaji,1,5,ram,peter
4750,12/6/20 19:36,Sheek Kehab,1,5,hong wu,kevin
4750,12/6/20 19:36,Chicken Tikka Masala,1,5,hong wu,peter
4751,12/6/20 20:34,Mint Sauce,1,6,ram,kevin
4751,12/6/20 20:34,Mango Chutney,1,6,hong wu,peter
4751,12/6/20 20:34,Crispy Aloo,1,6,hong wu,peter
4751,12/6/20 20:34,Chicken Pakora,1,6,ram,kevin
4751,12/6/20 20:34,Mixed Starter,1,6,ram,kevin
4751,12/6/20 20:34,Lamb Biryani,1,6,hong wu,peter
4752,12/6/20 21:03,Chapati,1,5,ram,peter
4752,12/6/20 21:03,Plain Rice,1,5,hong wu,peter
4752,12/6/20 21:03,Onion Bhaji,1,5,hong wu,kevin
4752,12/6/20 21:03,Bombay Aloo,1,5,ram,kevin
4752,12/6/20 21:03,Bhuna,1,5,ram,peter
4754,13/06/2020 17:11,Mango Chutney,1,7,ram,peter
4754,13/06/2020 17:11,Plain Papadum,2,7,ram,peter
4754,13/06/2020 17:11,Pilau Rice,3,7,hong wu,peter
4754,13/06/2020 17:11,Mini Bhaji,1,7,hong wu,peter
4754,13/06/2020 17:11,Saag,1,7,hong wu,kevin
4754,13/06/2020 17:11,Chicken Tikka Masala,1,7,hong wu,peter
4754,13/06/2020 17:11,Tandoori Chicken Masala,1,7,ram,peter
4755,13/06/2020 18:55,Mango Chutney,1,9,ram,kevin
4755,13/06/2020 18:55,Onion Chutney,1,9,ram,peter
4755,13/06/2020 18:55,Mint Sauce,1,9,hong wu,kevin
4755,13/06/2020 18:55,Plain Papadum,2,9,ram,peter
4755,13/06/2020 18:55,Pilau Rice,1,9,hong wu,kevin
4755,13/06/2020 18:55,Mini Bhaji,1,9,hong wu,kevin
4755,13/06/2020 18:55,COBRA (660ML),2,9,ram,kevin
4755,13/06/2020 18:55,Vegetable Curry,1,9,ram,kevin
4755,13/06/2020 18:55,Grapes Special,1,9,hong wu,kevin
4756,13/06/2020 19:17,Naan,1,4,hong wu,peter
4756,13/06/2020 19:17,Pilau Rice,1,4,ram,kevin
4756,13/06/2020 19:17,Bombay Aloo,1,4,ram,kevin
4756,13/06/2020 19:17,Madras,1,4,ram,peter
4757,13/06/2020 19:43,Naan,1,4,ram,kevin
4757,13/06/2020 19:43,Coke 1.5 ltr,1,4,ram,peter
4757,13/06/2020 19:43,Chicken Chaat,2,4,hong wu,kevin
4757,13/06/2020 19:43,Bombay Aloo,1,4,hong wu,kevin
4758,13/06/2020 21:03,Mini Bhaji,2,2,ram,kevin
4758,13/06/2020 21:03,Grapes Special,1,2,hong wu,kevin
4759,13/06/2020 22:38,Onion Chutney,1,8,ram,kevin
4759,13/06/2020 22:38,Mango Chutney,1,8,hong wu,peter
4759,13/06/2020 22:38,Mint Sauce,1,8,hong wu,peter
4759,13/06/2020 22:38,Red Sauce,1,8,ram,kevin
4759,13/06/2020 22:38,Plain Papadum,2,8,hong wu,kevin
4759,13/06/2020 22:38,Pilau Rice,1,8,hong wu,peter
4759,13/06/2020 22:38,Chicken Tikka,1,8,ram,kevin
4759,13/06/2020 22:38,Chicken Tikka Masala,1,8,hong wu,peter
4760,14/06/2020 12:56,Chapati,1,3,ram,peter
4760,14/06/2020 12:56,Bangon Hari Mirch,1,3,hong wu,peter
4760,14/06/2020 12:56,Dhansak,1,3,hong wu,peter
4761,14/06/2020 13:49,Naan,1,4,hong wu,peter
4761,14/06/2020 13:49,Pilau Rice,1,4,ram,peter
4761,14/06/2020 13:49,Garlic Naan,1,4,hong wu,kevin
4761,14/06/2020 13:49,Butter Chicken,1,4,hong wu,kevin
4763,14/06/2020 18:09,Naan,1,5,ram,peter
4763,14/06/2020 18:09,Plain Rice,1,5,ram,kevin
4763,14/06/2020 18:09,Onion Bhaji,1,5,hong wu,kevin
4763,14/06/2020 18:09,Kurma Sauce,1,5,ram,peter
4763,14/06/2020 18:09,Chicken Tikka (Main),1,5,hong wu,peter
4764,14/06/2020 18:12,Plain Papadum,4,7,ram,peter
4764,14/06/2020 18:12,Pilau Rice,3,7,ram,peter
4764,14/06/2020 18:12,Peshwari Naan,2,7,hong wu,kevin
4764,14/06/2020 18:12,Mini Bhaji,1,7,hong wu,kevin
4764,14/06/2020 18:12,Saag Aloo,1,7,ram,kevin
4764,14/06/2020 18:12,Chicken Tikka (Main),1,7,ram,kevin
4764,14/06/2020 18:12,Kurma,2,7,ram,kevin
4765,14/06/2020 18:42,Red Sauce,1,9,hong wu,peter
4765,14/06/2020 18:42,Plain Papadum,1,9,hong wu,kevin
4765,14/06/2020 18:42,Garlic Naan,1,9,hong wu,peter
4765,14/06/2020 18:42,Bombay Aloo,1,9,ram,kevin
4765,14/06/2020 18:42,Mushroom Bhajee,1,9,ram,kevin
4765,14/06/2020 18:42,Cauliflower Bhajee,1,9,hong wu,peter
4765,14/06/2020 18:42,Mixed Starter,1,9,ram,peter
4765,14/06/2020 18:42,Chicken Tikka Biryani,1,9,hong wu,kevin
4765,14/06/2020 18:42,Lamb Tikka Biryani,1,9,ram,peter
4766,14/06/2020 19:25,Mango Chutney,1,12,ram,kevin
4766,14/06/2020 19:25,Mint Sauce,1,12,hong wu,kevin
4766,14/06/2020 19:25,Onion Chutney,1,12,hong wu,peter
4766,14/06/2020 19:25,Plain Papadum,2,12,hong wu,peter
4766,14/06/2020 19:25,Naan,1,12,ram,peter
4766,14/06/2020 19:25,Peshwari Naan,1,12,hong wu,peter
4766,14/06/2020 19:25,Pilau Rice,1,12,hong wu,kevin
4766,14/06/2020 19:25,Plain Rice,1,12,hong wu,kevin
4766,14/06/2020 19:25,Mini Bhaji,1,12,ram,peter
4766,14/06/2020 19:25,Kurma,1,12,ram,peter
4766,14/06/2020 19:25,Saag,1,12,ram,peter
4766,14/06/2020 19:25,Chicken Rezala,1,12,ram,kevin
4768,14/06/2020 22:17,Naan,1,4,hong wu,kevin
4768,14/06/2020 22:17,Pilau Rice,1,4,ram,kevin
4768,14/06/2020 22:17,Diet Coke 1.5 ltr,1,4,hong wu,kevin
4768,14/06/2020 22:17,Chicken Tikka Jalfrezi,1,4,hong wu,peter
4769,15/06/2020 15:14,Peshwari Naan,1,3,ram,kevin
4769,15/06/2020 15:14,Vegetable Rice,1,3,hong wu,kevin
4769,15/06/2020 15:14,Kurma,1,3,ram,peter
4770,15/06/2020 17:38,Plain Papadum,1,8,hong wu,kevin
4770,15/06/2020 17:38,Pilau Rice,3,8,ram,peter
4770,15/06/2020 17:38,Keema Naan,1,8,hong wu,kevin
4770,15/06/2020 17:38,Coke 1.5 ltr,1,8,ram,kevin
4770,15/06/2020 17:38,Saag Aloo,1,8,hong wu,peter
4770,15/06/2020 17:38,Madras,1,8,ram,kevin
4770,15/06/2020 17:38,Chicken Tikka Masala,1,8,ram,kevin
4770,15/06/2020 17:38,Kurma,1,8,hong wu,peter
4771,15/06/2020 17:53,Pilau Rice,1,4,hong wu,peter
4771,15/06/2020 17:53,Peshwari Naan,1,4,ram,peter
4771,15/06/2020 17:53,French Fries,1,4,hong wu,kevin
4771,15/06/2020 17:53,Madras,1,4,hong wu,peter
4772,15/06/2020 18:46,Mint Sauce,1,6,hong wu,peter
4772,15/06/2020 18:46,Plain Papadum,2,6,hong wu,peter
4772,15/06/2020 18:46,Crispy Aloo,1,6,ram,kevin
4772,15/06/2020 18:46,Chicken Chaat,1,6,hong wu,kevin
4772,15/06/2020 18:46,Saag Aloo,1,6,hong wu,kevin
4772,15/06/2020 18:46,Pathia,1,6,hong wu,peter
4773,15/06/2020 19:28,Pilau Rice,2,5,hong wu,kevin
4773,15/06/2020 19:28,French Fries,1,5,ram,peter
4773,15/06/2020 19:28,Lamb Chops,1,5,hong wu,peter
4773,15/06/2020 19:28,Madras,1,5,ram,peter
4773,15/06/2020 19:28,Chicken Tikka Karahi,1,5,ram,kevin
4774,15/06/2020 19:37,Chapati,2,7,hong wu,peter
4774,15/06/2020 19:37,Garlic Naan,2,7,ram,peter
4774,15/06/2020 19:37,Pilau Rice,1,7,ram,peter
4774,15/06/2020 19:37,Mini Bhaji,1,7,hong wu,kevin
4774,15/06/2020 19:37,Chicken Tikka Masala,1,7,hong wu,peter
4774,15/06/2020 19:37,Butter Chicken,1,7,hong wu,peter
4774,15/06/2020 19:37,Saag,1,7,ram,peter
4775,15/06/2020 20:19,Pilau Rice,1,7,ram,kevin
4775,15/06/2020 20:19,Paratha,2,7,ram,peter
4775,15/06/2020 20:19,Plain Rice,1,7,hong wu,peter
4775,15/06/2020 20:19,Chicken Tikka,1,7,hong wu,kevin
4775,15/06/2020 20:19,Aloo Gobi,1,7,hong wu,peter
4775,15/06/2020 20:19,Chicken Tikka Masala,2,7,hong wu,peter
4775,15/06/2020 20:19,Lamb Biryani,1,7,ram,kevin
4776,15/06/2020 20:21,Chapati,2,6,hong wu,kevin
4776,15/06/2020 20:21,Garlic Naan,1,6,hong wu,peter
4776,15/06/2020 20:21,Vegetable Samosa,1,6,hong wu,kevin
4776,15/06/2020 20:21,Special Fried Rice,1,6,ram,kevin
4776,15/06/2020 20:21,Chicken Tikka,1,6,hong wu,peter
4776,15/06/2020 20:21,Tandoori King Prawn Masala,1,6,hong wu,kevin
4777,15/06/2020 20:28,Naan,1,4,hong wu,kevin
4777,15/06/2020 20:28,Coke 1.5 ltr,1,4,ram,kevin
4777,15/06/2020 20:28,Chicken Chaat,2,4,hong wu,kevin
4777,15/06/2020 20:28,Bombay Aloo,1,4,hong wu,peter
4779,16/06/2020 13:06,Chicken Tikka,1,3,hong wu,peter
4779,16/06/2020 13:06,Sheek Kehab,1,3,ram,peter
4779,16/06/2020 13:06,Lamb Balti,1,3,hong wu,kevin
4780,16/06/2020 17:33,Plain Papadum,2,5,hong wu,peter
4780,16/06/2020 17:33,Naan,2,5,ram,kevin
4780,16/06/2020 17:33,Pilau Rice,3,5,ram,peter
4780,16/06/2020 17:33,Peshwari Naan,1,5,ram,kevin
4780,16/06/2020 17:33,Kurma,3,5,ram,peter
4781,16/06/2020 18:14,Plain Papadum,4,9,ram,peter
4781,16/06/2020 18:14,Garlic Naan,1,9,hong wu,kevin
4781,16/06/2020 18:14,Pilau Rice,1,9,ram,kevin
4781,16/06/2020 18:14,Onion Bhaji,1,9,ram,peter
4781,16/06/2020 18:14,Vegetable Samosa,1,9,ram,peter
4781,16/06/2020 18:14,Kurma,1,9,hong wu,peter
4781,16/06/2020 18:14,Rogon,1,9,ram,kevin
4781,16/06/2020 18:14,Chicken Biryani,1,9,hong wu,kevin
4781,16/06/2020 18:14,Chicken Roshni,1,9,ram,peter
4782,16/06/2020 19:25,Pilau Rice,1,7,ram,kevin
4782,16/06/2020 19:25,Aloo Gobi,1,7,hong wu,peter
4782,16/06/2020 19:25,Garlic Chicken,1,7,hong wu,peter
4782,16/06/2020 19:25,Butter Chicken,1,7,hong wu,kevin
4782,16/06/2020 19:25,Paneer Tikka Masala,1,7,hong wu,peter
4782,16/06/2020 19:25,Tandoori Mixed Grill,1,7,ram,peter
